Fight_ID,B_fighter,B_current_streak,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_landed,B_total_time_fought(seconds),B_Stance,B_Height_cms,B_Reach_cms,B_age,B_Record,B_Takedown_Diff
3832,Belal Muhammad,-1,77,86,900,Orthodox,180.34,182.88,28,,
3831,Leonardo Augusto Leleco,-1,64,57,900,Orthodox,182.88,185.42,34,,
3830,Joey Gomez,-1,15,52,553,Orthodox,177.8,180.34,27,,
3829,Randy Brown,-1,29,28.5,675.5,Orthodox,190.5,198.12,26,,
3828,Albert Morales,0,,,,Orthodox,175.26,182.88,25,,
3827,Alistair Overeem,4,36.33333333,13.77777778,462.8888889,Orthodox,193.04,203.2,36,,
3826,Travis Browne,-1,21.92857143,29.42857143,448.2142857,Orthodox,198.12,200.66,34,,
3825,Mickey Gall,1,2,3,45,Switch,187.96,187.96,24,,
3824,Jimmie Rivera,3,52,38.66666667,629.6666667,Orthodox,162.56,172.72,27,,
3823,Joanne Calderwood,2,81.25,51.75,663.5,Orthodox,167.64,165.1,30,,
3822,Bethe Correia,-2,59.8,42,630,Orthodox,165.1,162.56,33,,
3821,Caio Magalhaes,-1,17.16666667,18.66666667,419.3333333,Orthodox,185.42,185.42,28,,
3820,Michael McBride,0,,,,Orthodox,185.42,190.5,30,,
3819,Jason Gonzalez,0,,,,Southpaw,187.96,187.96,26,,
3818,Sean Spencer,-2,62.71428571,59.28571429,871.1428571,,177.8,190.5,29,,
3817,Josh Barnett,-1,37.66666667,20.22222222,526.6666667,Orthodox,190.5,198.12,38,,
3816,Jan Blachowicz,1,43.75,41,704.5,Orthodox,187.96,198.12,33,,
3815,Ilir Latifi,3,10.71428571,17.14285714,330.4285714,Orthodox,177.8,185.42,33,,
3814,Tae Hyun Bang,1,31.5,26.5,689.25,Switch,175.26,180.34,33,,
3813,Jimmy Wallhead,0,,,,Orthodox,177.8,185.42,32,,
3812,Nicolas Dalby,-2,60.66666667,54,900,Orthodox,180.34,187.96,31,,
3811,Veronica Macedo,0,,,,Southpaw,162.56,162.56,20,,
3810,Leandro Issa,-1,28,34.25,720.25,Orthodox,170.18,175.26,32,,
3809,Christian Colombo,0,,,,Orthodox,195.58,203.2,36,,
3808,Jack Hermansson,0,,,,Orthodox,185.42,195.58,28,,
3807,Leandro Silva,-1,30.71428571,26.85714286,745.7142857,Orthodox,175.26,182.88,30,,
3806,Carlos Condit,-1,63.41666667,39.5,876,Orthodox,187.96,190.5,32,,
3805,Charles Oliveira,1,22.66666667,20.86666667,420.3333333,Orthodox,177.8,187.96,26,,
3804,Bec Rawlings,2,55.66666667,51.66666667,683,Orthodox,167.64,162.56,27,,
3803,Jim Miller,1,26.04347826,24.30434783,620.5652174,Southpaw,172.72,180.34,32,,
3802,Kevin Casey,-3,24.16666667,29.5,521,Southpaw,180.34,195.58,35,,
3801,Kyle Bochniak,-1,52,92,900,Orthodox,170.18,177.8,29,,
3800,Alessio Di Chirico,-1,65,45,900,Orthodox,182.88,187.96,26,,
3799,Felipe Silva,0,,,,Orthodox,182.88,195.58,32,,
3798,Thibault Gouti,-2,14.5,25,386,Orthodox,177.8,182.88,29,,
3797,Alessandro Ricci,0,,,,Orthodox,180.34,175.26,34,,
3796,Conor McGregor,-1,34.625,24.375,361.75,Southpaw,175.26,187.96,28,,
3795,Glover Teixeira,3,38.1,34.4,561.6,Orthodox,187.96,193.04,36,,
3794,Donald Cerrone,2,42.9047619,42.14285714,540.7142857,Orthodox,185.42,185.42,33,,
3793,Mike Perry,0,,,,Orthodox,177.8,180.34,24,,
3792,Sabah Homasi,0,,,,Orthodox,182.88,182.88,27,,
3791,Takeya Mizugaki,1,49.66666667,41.33333333,788.5,Orthodox,170.18,172.72,32,,
3790,Elizabeth Phillips,1,47,50.33333333,900,Orthodox,167.64,165.1,30,,
3789,Chris Avila,0,,,,Orthodox,177.8,182.88,23,,
3788,Cortney Casey,1,51.33333333,55.33333333,652,Orthodox,170.18,170.18,29,,
3787,Lorenz Larkin,1,39.88888889,35,694.5555556,Orthodox,180.34,182.88,29,,
3786,Max Griffin,0,,,,Orthodox,180.34,193.04,30,,
3785,Marvin Vettori,0,,,,Southpaw,182.88,187.96,22,,
3784,Alex Caceres,2,46.35714286,24.5,703.2857143,Southpaw,177.8,185.42,28,,
3783,Rony Jason,-2,18.28571429,20.71428571,395.4285714,Orthodox,170.18,177.8,32,,
3782,Chris Camozzi,3,45.375,34.375,679.375,Orthodox,187.96,193.04,29,,
3781,Zak Cummings,2,24.2,20.2,538,Southpaw,182.88,190.5,32,,
3780,Joe Gigliotti,0,,,,Orthodox,180.34,175.26,22,,
3779,Danielle Taylor,0,,,,Orthodox,152.4,152.4,26,,
3778,Dominique Steele,-1,24,31,523.3333333,Orthodox,177.8,187.96,28,,
3777,Marcin Tybura,-1,48,45,900,Orthodox,190.5,198.12,30,,
3776,Jason Novelli,0,,,,Orthodox,182.88,190.5,37,,
3775,Horacio Gutierrez,-1,10,38,900,,177.8,175.26,25,,
3774,Tatsuya Kawajiri,-1,22.6,35.4,790,Orthodox,170.18,175.26,38,,
3773,Justin Ledet,0,,,,Orthodox,193.04,203.2,27,,
3772,Tyron Woodley,2,25.28571429,26.14285714,499.2857143,Orthodox,175.26,187.96,34,,
3771,Karolina Kowalkiewicz,2,92.5,52,900,Orthodox,160.02,162.56,30,,
3770,Jake Ellenberger,-2,21.9375,23.25,572.4375,Orthodox,175.26,180.34,31,,
3769,Erik Perez,1,27.85714286,14.28571429,516.7142857,Orthodox,172.72,172.72,26,,
3768,Fredy Serrano,2,11.5,8,369,Orthodox,160.02,165.1,36,,
3767,Ed Herman,1,27.22222222,22.16666667,535,Orthodox,185.42,195.58,35,,
3766,Jorge Masvidal,-2,52.1,40,866.1,Orthodox,180.34,187.96,31,,
3765,Damian Grabowski,-1,1,14,137,Orthodox,185.42,190.5,36,,
3764,Hector Sandoval,0,,,,Orthodox,157.48,162.56,30,,
3763,Bojan Velickovic,1,45,65,900,Southpaw,182.88,193.04,27,,
3762,Damien Brown,-1,15,25,900,Orthodox,177.8,172.72,31,,
3761,Valentina Shevchenko,-1,30,33,900,Southpaw,165.1,167.64,28,,
3760,Gilbert Melendez,-2,50.75,42.75,928.25,Orthodox,175.26,185.42,34,,
3759,Bojan Mihajlovic,0,,,,Orthodox,180.34,185.42,36,,
3758,Kailin Curran,1,43.33333333,42.33333333,707.3333333,Orthodox,162.56,165.1,25,,
3757,Eddie Wineland,-2,38.625,45.375,664.75,Orthodox,170.18,175.26,32,,
3756,Godofredo Pepey,3,12.71428571,15.71428571,390.8571429,Orthodox,170.18,185.42,29,,
3755,Alexander Yakovlev,2,28,33.5,734.75,Southpaw,190.5,187.96,32,,
3754,JC Cottrell,0,,,,Orthodox,175.26,180.34,26,,
3753,James Moontasri,1,21,15,440.25,Switch,177.8,180.34,28,,
3752,Jason Knight,-1,28,28,900,Orthodox,177.8,180.34,24,,
3751,Dmitrii Smoliakov,0,,,,Switch,187.96,187.96,33,,
3750,John Lineker,4,56.8,40,611.4,Orthodox,160.02,170.18,26,,
3749,Lando Vannata,0,,,,Orthodox,175.26,180.34,24,,
3748,Josh Samman,-1,17.25,16,486.75,Orthodox,190.5,200.66,28,,
3747,Daniel Omielanczuk,2,37.4,42.4,667.4,Southpaw,182.88,187.96,33,,
3746,Keita Nakamura,-1,30.2,58.6,867.4,Southpaw,180.34,185.42,32,,
3745,Ben Nguyen,2,19,8,227,Switch,165.1,165.1,27,,
3744,Katlyn Chookagian,0,,,,Orthodox,175.26,172.72,27,,
3743,Sam Alvey,-2,21.33333333,28,389.6666667,Southpaw,187.96,190.5,30,,
3742,Cristina Stanciu,-1,39,35,900,Orthodox,160.02,162.56,22,,
3741,Cody Pfister,-1,10.66666667,22,550,Orthodox,177.8,185.42,26,,
3740,Matthew Lopez,0,,,,Southpaw,170.18,175.26,29,,
3739,Alex Nicholson,-1,16,32,388,Orthodox,193.04,205.74,26,,
3738,Amanda Nunes,3,21.16666667,12.5,372.3333333,Orthodox,172.72,175.26,28,,
3737,Mark Hunt,2,28.91666667,32.66666667,604.4166667,Orthodox,177.8,182.88,42,,
3736,Anderson Silva,-4,34,23.45,613.95,Southpaw,187.96,195.58,41,,
3735,Frankie Edgar,5,62.47368421,37,1066.789474,Orthodox,167.64,172.72,34,,
3734,Travis Browne,1,23.15384615,27.84615385,459.8461538,Orthodox,198.12,200.66,33,,
3733,Julianna Pena,3,34.66666667,11.33333333,479.3333333,,167.64,175.26,26,,
3732,Kelvin Gastelum,-1,41.5,30.125,766.5,Southpaw,175.26,180.34,24,,
3731,Raphael Assuncao,7,47.75,22.75,673.5,Orthodox,165.1,167.64,33,,
3730,Enrique Marin,-1,27,49,900,,177.8,187.96,29,,
3729,Joe Lauzon,-1,19.45,38.5,461.75,Orthodox,177.8,180.34,32,,
3728,Thiago Santos,4,20.28571429,11.57142857,323.4285714,Orthodox,187.96,193.04,32,,
3727,Takanori Gomi,-2,36.4,39.5,506,Southpaw,170.18,177.8,37,,
3726,Claudia Gadelha,1,69.33333333,45.66666667,900,Orthodox,162.56,160.02,27,,
3725,Khalil Rountree Jr.,0,,,,Southpaw,185.42,193.04,26,,
3724,Amanda Cooper,0,,,,Switch,160.02,162.56,24,,
3723,Will Brooks,0,,,,Orthodox,177.8,182.88,29,,
3722,Thiago Tavares,1,19.23529412,22.05882353,570.6470588,Orthodox,170.18,172.72,31,,
3721,Andrew Holbrook,1,20,29,900,Southpaw,180.34,177.8,30,,
3720,Fernando Bruno,-1,20,23,886,,167.64,177.8,34,,
3719,Matheus Nicolau,1,46,27,807,,167.64,167.64,23,,
3718,Josh Stansbury,0,,,,,187.96,187.96,31,,
3717,Anthony Smith,1,31,35,506,Orthodox,193.04,193.04,27,,
3716,Kevin Lee,1,43.85714286,38.28571429,697.4285714,Orthodox,175.26,195.58,23,,
3715,Anton Zafir,-1,17,11,276,Orthodox,180.34,182.88,29,,
3714,Eddie Alvarez,2,40.33333333,60.33333333,900,Orthodox,175.26,175.26,32,,
3713,Derrick Lewis,3,20,7.75,307.5,Orthodox,190.5,200.66,31,,
3712,Belal Muhammad,0,,,,Orthodox,180.34,182.88,27,,
3711,Mitch Clarke,-1,27.4,34.2,726.6,Orthodox,177.8,185.42,30,,
3710,Alberto Mina,2,51.5,54.5,578.5,Orthodox,182.88,195.58,34,,
3709,Mehdi Baghdad,-1,1,5,270,Orthodox,185.42,190.5,31,,
3708,Dileno Lopes,-1,46,59,900,,165.1,165.1,31,,
3707,Pedro Munhoz,-2,31.25,51,501.5,Orthodox,167.64,165.1,29,,
3706,Jerrod Sanders,1,6,9.333333333,413,Orthodox,172.72,182.88,36,,
3705,Lukasz Sajewski,-1,26,54,900,Orthodox,172.72,180.34,25,,
3704,Reginaldo Vieira,1,59,46,900,,170.18,165.1,33,,
3703,Alvaro Herrera,1,4,2,30,,182.88,187.96,26,,
3702,Stephen Thompson,6,40.375,25.125,505.375,Orthodox,182.88,190.5,33,,
3701,Patrick Cote,3,30.10526316,32.52631579,661.6842105,Orthodox,180.34,180.34,36,,
3700,Sean O'Connell,-1,42.2,43.6,396.8,Orthodox,185.42,187.96,32,,
3699,Thibault Gouti,-1,0,6,24,Orthodox,177.8,182.88,29,,
3698,Joanne Calderwood,1,70,42.33333333,630,Orthodox,167.64,165.1,30,,
3697,Leandro Silva,2,28,23.33333333,720,Orthodox,175.26,182.88,30,,
3696,Ion Cutelaba,0,,,,Southpaw,185.42,190.5,22,,
3695,Krzysztof Jotko,3,40.6,22.2,839.8,Southpaw,185.42,195.58,26,,
3694,Joe Soto,-3,44.66666667,74.66666667,779,Orthodox,167.64,165.1,29,,
3693,Sam Alvey,-1,20.8,26.2,287.6,Southpaw,187.96,190.5,30,,
3692,Jocelyn Jones-Lybarger,-1,29,77,900,Orthodox,170.18,162.56,30,,
3691,Jonathan Meunier,0,,,,Switch,190.5,190.5,28,,
3690,Geane Herrera,1,23.5,40.5,734,Orthodox,165.1,167.64,26,,
3689,Michael Bisping,3,55.72,33.12,768.16,Orthodox,185.42,190.5,37,,
3688,Urijah Faber,1,42.92307692,37.92307692,826.4615385,Orthodox,167.64,170.18,37,,
3687,Ricardo Lamas,1,27.33333333,23.55555556,636.8888889,Orthodox,172.72,180.34,34,,
3686,Hector Lombard,-2,35,42.14285714,653.1428571,Southpaw,175.26,180.34,38,,
3685,Bobby Green,-1,52.6,37.2,759,Orthodox,177.8,180.34,29,,
3684,Clay Guida,-1,27.22727273,29.36363636,739.5909091,Orthodox,170.18,177.8,34,,
3683,James Vick,5,44.2,31.8,610.2,Orthodox,190.5,193.04,29,,
3682,Jessica Andrade,-1,56.85714286,41.57142857,603.1428571,Orthodox,154.94,157.48,24,,
3681,Alex Caceres,1,42.46153846,23.84615385,688.1538462,Southpaw,177.8,185.42,27,,
3680,Tom Breese,3,27,10.66666667,491.6666667,Southpaw,190.5,185.42,24,,
3679,Henrique da Silva,0,,,,Orthodox,190.5,193.04,26,,
3678,Elvis Mutapcic,-1,38,57,900,Orthodox,182.88,182.88,29,,
3677,Dong Hyun Ma,-1,19,36,627,Orthodox,180.34,177.8,27,,
3676,Cody Garbrandt,3,41.33333333,29.66666667,682.6666667,Orthodox,172.72,165.1,24,,
3675,Jeremy Stephens,-1,34.22727273,31.59090909,741.5,Orthodox,172.72,180.34,30,,
3674,Rick Story,2,48.58823529,25.76470588,759.4705882,Southpaw,175.26,180.34,31,,
3673,Vitor Miranda,3,34.5,18,506.5,Orthodox,185.42,195.58,37,,
3672,Lorenz Larkin,-1,39.375,33.375,668.875,Orthodox,180.34,182.88,29,,
3671,Paul Felder,1,47.4,41.6,793,Orthodox,180.34,177.8,32,,
3670,Jessica Eye,-2,55.6,52,798,Orthodox,167.64,167.64,29,,
3669,Jordan Rinaldi,0,,,,Orthodox,177.8,182.88,28,,
3668,Alberto Uda,0,,,,Orthodox,190.5,195.58,31,,
3667,Shane Campbell,-1,50.33333333,38.66666667,697.6666667,Orthodox,182.88,180.34,29,,
3666,Bryan Caraway,1,31.57142857,42.71428571,744.7142857,Orthodox,172.72,172.72,31,,
3665,Adam Milstead,0,,,,Orthodox,190.5,193.04,28,,
3664,Stipe Miocic,2,54.6,36.5,672.3,Orthodox,193.04,203.2,33,,
3663,Vitor Belfort,1,10.76190476,14.80952381,306.1428571,Southpaw,182.88,187.96,39,,
3662,Leslie Smith,1,51.25,82.25,583.5,Orthodox,175.26,167.64,33,,
3661,Corey Anderson,3,63.16666667,29.5,753.1666667,Orthodox,190.5,200.66,26,,
3660,Bryan Barberena,1,61,42,730,Southpaw,182.88,182.88,27,,
3659,Matt Brown,1,36.2,23.25,565.75,Orthodox,182.88,190.5,35,,
3658,Nate Marquardt,1,24.15,17.2,542.6,Orthodox,182.88,187.96,37,,
3657,Yancy Medeiros,1,25.42857143,29,323.7142857,Orthodox,177.8,190.5,28,,
3656,Rob Font,2,32,12.5,346,Orthodox,172.72,180.34,28,,
3655,Patrick Cummins,-1,38.71428571,21.42857143,519.7142857,Orthodox,187.96,193.04,35,,
3654,Luan Chagas,0,,,,Orthodox,182.88,190.5,22,,
3653,Zubaira Tukhugov,3,32,19.66666667,687,Orthodox,172.72,172.72,25,,
3652,Andrei Arlovski,-1,21.73684211,15.68421053,418.7368421,Orthodox,190.5,195.58,37,,
3651,Stefan Struve,-1,24.4375,25.6875,430.5,Orthodox,210.82,213.36,28,,
3650,Gunnar Nelson,-1,20.14285714,41.57142857,650.2857143,Switch,180.34,182.88,27,,
3649,Anna Elmose,0,,,,Orthodox,160.02,165.1,31,,
3648,Francimar Barroso,2,42.5,34,900,Orthodox,185.42,190.5,36,,
3647,Heather Jo Clark,1,56,69,900,,167.64,162.56,35,,
3646,Chris Wade,4,21,14.25,535.5,Orthodox,177.8,177.8,28,,
3645,Garreth McLellan,1,55,24.5,899,Southpaw,185.42,182.88,33,,
3644,Josh Emmett,0,,,,Orthodox,167.64,177.8,31,,
3643,Reza Madadi,-1,36.25,43.75,720.25,Orthodox,180.34,182.88,37,,
3642,Neil Seery,1,44.4,35.2,830.4,Orthodox,162.56,162.56,36,,
3641,Dominic Waters,-2,6.5,30,545.5,Orthodox,185.42,200.66,27,,
3640,Willie Gates,-1,18,50.66666667,573.3333333,Orthodox,172.72,177.8,29,,
3639,Ovince Saint Preux,1,22.22222222,17.44444444,533,Southpaw,190.5,203.2,33,,
3638,Henry Cejudo,4,56.75,30,900,Orthodox,162.56,162.56,29,,
3637,Edson Barboza,-1,39.14285714,35.21428571,597.7142857,Orthodox,180.34,190.5,30,,
3636,Rafael Natal,4,41.07142857,28.42857143,815.8571429,Orthodox,182.88,193.04,33,,
3635,Andre Fili,1,31.6,22.2,491.8,Orthodox,180.34,187.96,25,,
3634,Chris Kelades,1,34.66666667,30.66666667,858.6666667,Orthodox,170.18,172.72,35,,
3633,Dominique Steele,1,19,16.5,335,Orthodox,177.8,187.96,28,,
3632,Juliana Lima,2,26.66666667,27.33333333,900,Orthodox,165.1,165.1,34,,
3631,James Vick,4,31.75,30,537.75,Orthodox,190.5,193.04,29,,
3630,Cody East,0,,,,Orthodox,190.5,187.96,27,,
3629,Clint Hester,-2,41.33333333,37.5,692.3333333,Orthodox,187.96,195.58,29,,
3628,Kevin Lee,-1,40.5,33,663.6666667,Orthodox,175.26,195.58,23,,
3627,Rashad Evans,-1,28.21052632,30.73684211,808.1578947,Orthodox,182.88,190.5,36,,
3626,Tecia Torres,3,68.33333333,31,900,Orthodox,154.94,152.4,26,,
3625,Darrell Horcher,0,,,,Southpaw,177.8,177.8,28,,
3624,Hacran Dias,2,27.4,33.6,900,Orthodox,172.72,175.26,31,,
3623,Michael Chiesa,2,20.75,20,540.875,Southpaw,185.42,190.5,28,,
3622,Raquel Pennington,1,49.6,40.8,719.4,Orthodox,170.18,170.18,27,,
3621,Santiago Ponzinibbio,1,33.2,41,526.4,Orthodox,182.88,185.42,29,,
3620,Michael Graves,1,27,28,900,,177.8,180.34,25,,
3619,Manvel Gamburyan,2,20.69230769,31.46153846,640,Orthodox,165.1,170.18,34,,
3618,Cezar Ferreira,-2,14.71428571,14.71428571,466,Southpaw,185.42,198.12,31,,
3617,Omari Akhmedov,-1,26.8,18,485,Orthodox,182.88,185.42,28,,
3616,Junior Dos Santos,-1,52.14285714,36.28571429,670.9285714,Orthodox,193.04,195.58,32,,
3615,Gabriel Gonzaga,1,13.71428571,16.85714286,379.3809524,Orthodox,187.96,193.04,36,,
3614,Curtis Blaydes,0,,,,Orthodox,193.04,203.2,25,,
3613,Marcin Tybura,0,,,,Orthodox,190.5,198.12,30,,
3612,Jan Blachowicz,-2,25.66666667,43,639.3333333,Orthodox,187.96,198.12,33,,
3611,Cristina Stanciu,0,,,,Orthodox,160.02,162.56,22,,
3610,Zak Cummings,1,16.25,11,447.5,Southpaw,182.88,190.5,31,,
3609,Alejandro Perez,1,25.66666667,17,496.3333333,Orthodox,167.64,170.18,26,,
3608,Damir Hadzovic,0,,,,Orthodox,175.26,177.8,29,,
3607,Damian Stasiak,-1,14,17,900,Orthodox,165.1,177.8,26,,
3606,Lucas Martins,-2,24.5,35,466.5,Southpaw,182.88,182.88,27,,
3605,Cyril Asker,0,,,,Orthodox,182.88,187.96,30,,
3604,Bojan Velickovic,0,,,,Southpaw,182.88,193.04,27,,
3603,Frank Mir,-1,13,22.69230769,352.2692308,Southpaw,190.5,200.66,36,,
3602,Neil Magny,2,44.46153846,21.30769231,757.1538462,Orthodox,190.5,203.2,28,,
3601,Johnny Case,4,46.5,23.25,742,Orthodox,177.8,182.88,26,,
3600,Antonio Carlos Junior,-1,18,23.75,672,Orthodox,187.96,200.66,26,,
3599,Steve Bosse,-1,0,3,29,Orthodox,180.34,182.88,34,,
3598,Seohee Ham,1,64.5,93.5,900,Southpaw,157.48,157.48,29,,
3597,Alan Jouban,-1,36.8,26,475.4,Southpaw,182.88,185.42,34,,
3596,Mark Eddiva,-2,45,39.33333333,797.3333333,Orthodox,172.72,172.72,30,,
3595,Rin Nakai,-1,16,55,900,Orthodox,154.94,152.4,29,,
3594,Viscardi Andrade,1,38,27.66666667,632,Orthodox,180.34,190.5,32,,
3593,Chad Laprise,-1,49.5,43.25,715.75,Orthodox,177.8,180.34,29,,
3592,Damien Brown,0,,,,Orthodox,177.8,172.72,31,,
3591,Nate Diaz,1,46.04761905,37.38095238,657.8571429,Southpaw,182.88,193.04,30,,
3590,Miesha Tate,4,35,33.16666667,838.8333333,Orthodox,167.64,165.1,29,,
3589,Ilir Latifi,2,7.5,16.16666667,235.5,Orthodox,177.8,185.42,32,,
3588,Tom Lawlor,2,21.3,18,495.4,Southpaw,182.88,187.96,32,,
3587,Valentina Shevchenko,1,32,27,900,Southpaw,165.1,167.64,27,,
3586,Siyar Bahadurzada,-2,17.33333333,23.33333333,614,Orthodox,180.34,185.42,31,,
3585,Nordine Taleb,-1,41.75,20.25,812.75,Orthodox,185.42,187.96,34,,
3584,Marcelo Guimaraes,1,62.66666667,51,780,Orthodox,182.88,185.42,32,,
3583,Chas Skelly,4,16.6,20.8,594,Orthodox,180.34,182.88,30,,
3582,Jim Miller,-1,25.47619048,24.28571429,630.2380952,Southpaw,172.72,180.34,32,,
3581,Justin Salas,-1,28,21,448.6666667,Southpaw,172.72,177.8,33,,
3580,Teruto Ishihara,-1,88,62,900,Southpaw,170.18,175.26,24,,
3579,Michael Bisping,2,53.54166667,31.375,737.6666667,Orthodox,185.42,190.5,36,,
3578,Thales Leites,-1,25.42857143,34.35714286,701.7857143,Orthodox,185.42,198.12,34,,
3577,Keita Nakamura,1,36.25,65.25,859.25,Southpaw,180.34,185.42,31,,
3576,Brad Pickett,-3,35.6,49.6,636.6,Orthodox,167.64,172.72,37,,
3575,Makwan Amirkhani,2,3,0.5,54.5,Southpaw,177.8,182.88,27,,
3574,Marlon Vera,1,25,22.5,667.5,Switch,172.72,177.8,23,,
3573,Chris Dempsey,-1,15,19,359,Orthodox,177.8,182.88,28,,
3572,Yaotzin Meza,-1,16,17.66666667,697.3333333,Orthodox,175.26,187.96,35,,
3571,Krzysztof Jotko,2,36,16.5,824.75,Southpaw,185.42,195.58,26,,
3570,Rustam Khabilov,-2,16.8,16,612.6,Orthodox,172.72,185.42,29,,
3569,Jarjis Danho,0,,,,Orthodox,190.5,187.96,32,,
3568,Thibault Gouti,0,,,,Orthodox,177.8,182.88,28,,
3567,Martin Svensson,0,,,,,185.42,182.88,30,,
3566,Alex Oliveira,3,21.25,20.75,644,Orthodox,180.34,193.04,28,,
3565,Roan Carneiro,1,13.5,11.16666667,551.6666667,Orthodox,180.34,187.96,37,,
3564,Augusto Mendes,0,,,,Orthodox,167.64,165.1,32,,
3563,Tatsuya Kawajiri,2,25.25,29,762.5,Orthodox,170.18,175.26,37,,
3562,Joe Riggs,1,15,10.63636364,361.7272727,Southpaw,182.88,177.8,33,,
3561,Shane Campbell,1,34.5,34.5,596.5,Orthodox,182.88,180.34,29,,
3560,Sean Strickland,1,45.75,34.25,743.25,Orthodox,185.42,193.04,24,,
3559,Oluwale Bamgbose,-1,7,11,152,Switch,180.34,198.12,28,,
3558,Leonardo Augusto Leleco,0,,,,Orthodox,182.88,185.42,33,,
3557,Nathan Coy,-1,11,6,166,Southpaw,177.8,175.26,37,,
3556,Ashlee Evans-Smith,-1,11,5,299,Orthodox,172.72,170.18,28,,
3555,Kelly Faszholz,0,,,,Orthodox,172.72,170.18,30,,
3554,Shamil Abdurakhimov,-1,9,22,297,Orthodox,190.5,193.04,34,,
3553,Stephen Thompson,5,42.71428571,27.71428571,547.4285714,Orthodox,182.88,190.5,32,,
3552,Jared Rosholt,3,26.57142857,17.14285714,784.7142857,Orthodox,187.96,190.5,29,,
3551,Rafael Feijao,-2,18.25,37,473,Orthodox,185.42,185.42,35,,
3550,Zach Makovsky,-1,28.6,27,900,Southpaw,162.56,162.56,32,,
3549,Alex Nicholson,0,,,,Orthodox,193.04,205.74,25,,
3548,Sean Spencer,-1,64.83333333,56.66666667,872.1666667,,177.8,190.5,28,,
3547,KJ Noons,-2,26,31.8,465.2,Orthodox,177.8,182.88,33,,
3546,Damian Grabowski,0,,,,Orthodox,185.42,190.5,35,,
3545,Justin Scoggins,1,37.8,16.8,666,Southpaw,170.18,167.64,23,,
3544,Diego Rivas,1,15,17,900,Orthodox,172.72,175.26,24,,
3543,Mike Jackson,0,,,,Orthodox,187.96,,30,,
3542,Alex White,-2,40,41,572,Southpaw,182.88,180.34,27,,
3541,Ryan Bader,5,28.11764706,15.41176471,643.4117647,Orthodox,187.96,187.96,32,,
3540,Ben Rothwell,3,20.5,29.625,444.5,Orthodox,193.04,198.12,34,,
3539,Jimmie Rivera,2,55.5,37.5,494.5,Orthodox,162.56,172.72,26,,
3538,Bryan Barberena,-1,78.5,54,852,Southpaw,182.88,182.88,26,,
3537,Jake Ellenberger,-1,21.4,21.2,550.6,Orthodox,175.26,180.34,30,,
3536,Diego Ferreira,-2,18.25,19,394,Orthodox,175.26,187.96,31,,
3535,Kevin Casey,-1,17.5,14.75,352.25,Southpaw,180.34,195.58,34,,
3534,Wilson Reis,-1,23.8,23.6,761.6,Southpaw,162.56,165.1,31,,
3533,Alexander Yakovlev,1,32.33333333,40,900,Southpaw,190.5,187.96,31,,
3532,Masio Fullen,-1,21,18.5,500.5,Orthodox,177.8,177.8,29,,
3531,Randy Brown,0,,,,Orthodox,190.5,198.12,25,,
3530,Levan Makashvili,-1,32,24.5,900,Orthodox,172.72,172.72,27,,
3529,Felipe Olivieri,0,,,,Orthodox,175.26,182.88,30,,
3528,Dominick Cruz,3,58.66666667,38.33333333,1020.333333,Orthodox,172.72,172.72,30,,
3527,Eddie Alvarez,1,39.5,62.5,900,Orthodox,175.26,175.26,32,,
3526,Matt Mitrione,-1,22,15,341.3076923,Switch,190.5,200.66,37,,
3525,Francisco Trinaldo,4,30.09090909,23.09090909,632,Southpaw,175.26,177.8,37,,
3524,Ben Saunders,3,29.3,23.9,508.3,Orthodox,187.96,195.58,32,,
3523,Ed Herman,-1,26.05882353,21.88235294,543,Orthodox,185.42,195.58,35,,
3522,Mehdi Baghdad,0,,,,Orthodox,185.42,190.5,30,,
3521,Luke Sanders,0,,,,Southpaw,167.64,170.18,30,,
3520,Daron Cruickshank,-3,29.08333333,29.08333333,592.75,Switch,172.72,182.88,30,,
3519,Sean O'Connell,2,52.5,54,488.5,Orthodox,185.42,187.96,32,,
3518,Kyle Bochniak,0,,,,Orthodox,170.18,177.8,28,,
3517,Joey Gomez,0,,,,Orthodox,177.8,180.34,26,,
3516,Elvis Mutapcic,0,,,,Orthodox,182.88,182.88,29,,
3515,Carlos Condit,1,53.18181818,34.72727273,819.2727273,Orthodox,187.96,190.5,31,,
3514,Andrei Arlovski,7,22.55555556,15.94444444,439,Orthodox,190.5,195.58,36,,
3513,Albert Tumenov,4,29.6,26.8,454.8,Orthodox,180.34,185.42,24,,
3512,Brian Ortega,1,22,22.5,474.5,Switch,172.72,175.26,24,,
3511,Tony Sims,-1,16.5,6,531.5,Southpaw,180.34,177.8,30,,
3510,Masanori Kanehara,-1,28,24,900,Orthodox,170.18,170.18,33,,
3509,Alex Morono,0,,,,Orthodox,180.34,182.88,25,,
3508,Nina Ansaroff,-1,23,21,900,Orthodox,165.1,162.56,30,,
3507,Drew Dober,-2,27.4,37,486.2,Southpaw,172.72,177.8,27,,
3506,Joe Duffy,2,11.5,6.5,146,Orthodox,177.8,185.42,27,,
3505,Michinori Tanaka,-1,21.5,11.5,900,Orthodox,165.1,170.18,25,,
3504,Edgar Garcia,-3,22.66666667,26.66666667,453.6666667,Orthodox,177.8,180.34,31,,
3503,Donald Cerrone,8,45.55555556,44.38888889,576.7222222,Orthodox,185.42,185.42,32,,
